task_id,annotator_id,task,ground_truth,answer
514,5,`hey arnold ! ' has some visual wit . . . but little imagination elsewhere . ,1,1
515,6,"despite all the talking , by the time the bloody climax arrives we still don't feel enough of an attachment to these guys to care one way or another . ",1,1
516,6,"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough . ",0,1
517,6,there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . ,0,0
518,6,arguably the best script that besson has written in years . ,0,0
519,6,so putrid it is not worth the price of the match that should be used to burn every print of the film . ,1,1
515,51,"despite all the talking , by the time the bloody climax arrives we still don't feel enough of an attachment to these guys to care one way or another . ",1,1
516,51,"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough . ",0,1
517,51,there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . ,0,0
518,51,arguably the best script that besson has written in years . ,0,0
519,51,so putrid it is not worth the price of the match that should be used to burn every print of the film . ,1,1
515,5,"despite all the talking , by the time the bloody climax arrives we still don't feel enough of an attachment to these guys to care one way or another . ",1,1
516,5,"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough . ",0,0
517,5,there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . ,0,0
518,5,arguably the best script that besson has written in years . ,0,0
519,5,so putrid it is not worth the price of the match that should be used to burn every print of the film . ,1,1
515,3,"despite all the talking , by the time the bloody climax arrives we still don't feel enough of an attachment to these guys to care one way or another . ",1,1
516,3,"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough . ",0,1
517,3,there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . ,0,0
518,3,arguably the best script that besson has written in years . ,0,0
519,3,so putrid it is not worth the price of the match that should be used to burn every print of the film . ,1,1
515,7,"despite all the talking , by the time the bloody climax arrives we still don't feel enough of an attachment to these guys to care one way or another . ",1,1
516,7,"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough . ",0,1
517,7,there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . ,0,0
518,7,arguably the best script that besson has written in years . ,0,0
519,7,so putrid it is not worth the price of the match that should be used to burn every print of the film . ,1,1
520,8,this is a fascinating film because there is no clear-cut hero and no all-out villain . ,0,1
521,8,"this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand . ",1,0
522,8,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",0,0
523,8,russian ark is a new treasure of the hermitage . ,0,0
524,8,nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,0,1
520,13,this is a fascinating film because there is no clear-cut hero and no all-out villain . ,0,0
521,13,"this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand . ",1,1
522,13,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",0,0
523,13,russian ark is a new treasure of the hermitage . ,0,0
524,13,nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,0,0
520,6,this is a fascinating film because there is no clear-cut hero and no all-out villain . ,0,0
521,6,"this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand . ",1,1
522,6,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",0,0
523,6,russian ark is a new treasure of the hermitage . ,0,0
524,6,nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,0,0
520,5,this is a fascinating film because there is no clear-cut hero and no all-out villain . ,0,0
521,5,"this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand . ",1,1
522,5,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",0,0
523,5,russian ark is a new treasure of the hermitage . ,0,0
524,5,nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,0,1
520,9,this is a fascinating film because there is no clear-cut hero and no all-out villain . ,0,0
521,9,"this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand . ",1,0
522,9,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",0,0
523,9,russian ark is a new treasure of the hermitage . ,0,0
524,9,nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,0,0
525,45,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . ",1,1
526,45,"a good music documentary , probably one of the best since the last waltz . ",0,0
527,45,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world . ",0,0
528,45,most of the things that made the original men in black such a pleasure are still there . ,0,0
529,45,may be the most undeserving victim of critical overkill since town and country . ,0,1
525,3,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . ",1,1
526,3,"a good music documentary , probably one of the best since the last waltz . ",0,0
527,3,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world . ",0,0
528,3,most of the things that made the original men in black such a pleasure are still there . ,0,0
529,3,may be the most undeserving victim of critical overkill since town and country . ,0,1
525,25,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . ",1,1
526,25,"a good music documentary , probably one of the best since the last waltz . ",0,0
527,25,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world . ",0,0
528,25,most of the things that made the original men in black such a pleasure are still there . ,0,0
529,25,may be the most undeserving victim of critical overkill since town and country . ,0,1
525,6,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . ",1,1
526,6,"a good music documentary , probably one of the best since the last waltz . ",0,0
527,6,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world . ",0,0
528,6,most of the things that made the original men in black such a pleasure are still there . ,0,0
529,6,may be the most undeserving victim of critical overkill since town and country . ,0,1
525,46,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . ",1,1
526,46,"a good music documentary , probably one of the best since the last waltz . ",0,0
527,46,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world . ",0,0
528,46,most of the things that made the original men in black such a pleasure are still there . ,0,0
529,46,may be the most undeserving victim of critical overkill since town and country . ,0,1
530,1,"it's push-the-limits teen comedy , the type written by people who can't come up with legitimate funny , and it's used so extensively that good bits are hopelessly overshadowed . ",1,1
531,1,the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,1,1
532,1,"a particularly joyless , and exceedingly dull , period coming-of-age tale . ",1,1
533,1,the script is too mainstream and the psychology too textbook to intrigue . ,1,1
534,1,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine . ",0,1
530,6,"it's push-the-limits teen comedy , the type written by people who can't come up with legitimate funny , and it's used so extensively that good bits are hopelessly overshadowed . ",1,1
531,6,the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,1,1
532,6,"a particularly joyless , and exceedingly dull , period coming-of-age tale . ",1,1
533,6,the script is too mainstream and the psychology too textbook to intrigue . ,1,1
534,6,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine . ",0,1
530,5,"it's push-the-limits teen comedy , the type written by people who can't come up with legitimate funny , and it's used so extensively that good bits are hopelessly overshadowed . ",1,0
531,5,the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,1,0
532,5,"a particularly joyless , and exceedingly dull , period coming-of-age tale . ",1,1
533,5,the script is too mainstream and the psychology too textbook to intrigue . ,1,1
534,5,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine . ",0,0
530,26,"it's push-the-limits teen comedy , the type written by people who can't come up with legitimate funny , and it's used so extensively that good bits are hopelessly overshadowed . ",1,1
531,26,the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,1,1
532,26,"a particularly joyless , and exceedingly dull , period coming-of-age tale . ",1,1
533,26,the script is too mainstream and the psychology too textbook to intrigue . ,1,1
534,26,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine . ",0,0
530,51,"it's push-the-limits teen comedy , the type written by people who can't come up with legitimate funny , and it's used so extensively that good bits are hopelessly overshadowed . ",1,1
531,51,the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,1,1
532,51,"a particularly joyless , and exceedingly dull , period coming-of-age tale . ",1,1
533,51,the script is too mainstream and the psychology too textbook to intrigue . ,1,1
534,51,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine . ",0,0
535,13,"it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first . ",0,0
536,13,there are plot holes big enough for shamu the killer whale to swim through . ,1,1
537,13,"it's as sorry a mess as its director's diabolical debut , mad cows . ",1,1
538,13,"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade . ",0,0
539,13,indifferently implausible popcorn programmer of a movie . ,1,0
535,5,"it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first . ",0,0
536,5,there are plot holes big enough for shamu the killer whale to swim through . ,1,1
537,5,"it's as sorry a mess as its director's diabolical debut , mad cows . ",1,1
538,5,"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade . ",0,1
539,5,indifferently implausible popcorn programmer of a movie . ,1,1
535,6,"it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first . ",0,0
536,6,there are plot holes big enough for shamu the killer whale to swim through . ,1,1
537,6,"it's as sorry a mess as its director's diabolical debut , mad cows . ",1,1
538,6,"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade . ",0,0
539,6,indifferently implausible popcorn programmer of a movie . ,1,1
535,4,"it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first . ",0,0
536,4,there are plot holes big enough for shamu the killer whale to swim through . ,1,1
537,4,"it's as sorry a mess as its director's diabolical debut , mad cows . ",1,1
538,4,"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade . ",0,0
539,4,indifferently implausible popcorn programmer of a movie . ,1,1
535,12,"it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first . ",0,0
536,12,there are plot holes big enough for shamu the killer whale to swim through . ,1,1
537,12,"it's as sorry a mess as its director's diabolical debut , mad cows . ",1,1
538,12,"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade . ",0,0
539,12,indifferently implausible popcorn programmer of a movie . ,1,1
540,5,there's plenty of style in guillermo del toro's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply can't sustain more than 90 minutes . ,1,0
541,5,like leafing through an album of photos accompanied by the sketchiest of captions . ,1,0
542,5,"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet . ",0,0
543,5,the script has less spice than a rat burger and the rock's fighting skills are more in line with steven seagal . ,1,0
544,5,this is a heartfelt story . . . it just isn't a very involving one . ,1,1
540,9,there's plenty of style in guillermo del toro's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply can't sustain more than 90 minutes . ,1,1
541,9,like leafing through an album of photos accompanied by the sketchiest of captions . ,1,1
542,9,"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet . ",0,0
543,9,the script has less spice than a rat burger and the rock's fighting skills are more in line with steven seagal . ,1,1
544,9,this is a heartfelt story . . . it just isn't a very involving one . ,1,1
540,12,there's plenty of style in guillermo del toro's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply can't sustain more than 90 minutes . ,1,1
541,12,like leafing through an album of photos accompanied by the sketchiest of captions . ,1,1
542,12,"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet . ",0,0
543,12,the script has less spice than a rat burger and the rock's fighting skills are more in line with steven seagal . ,1,1
544,12,this is a heartfelt story . . . it just isn't a very involving one . ,1,1
540,1,there's plenty of style in guillermo del toro's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply can't sustain more than 90 minutes . ,1,1
541,1,like leafing through an album of photos accompanied by the sketchiest of captions . ,1,1
542,1,"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet . ",0,0
543,1,the script has less spice than a rat burger and the rock's fighting skills are more in line with steven seagal . ,1,1
544,1,this is a heartfelt story . . . it just isn't a very involving one . ,1,1
540,17,there's plenty of style in guillermo del toro's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply can't sustain more than 90 minutes . ,1,1
541,17,like leafing through an album of photos accompanied by the sketchiest of captions . ,1,1
542,17,"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet . ",0,0
543,17,the script has less spice than a rat burger and the rock's fighting skills are more in line with steven seagal . ,1,1
544,17,this is a heartfelt story . . . it just isn't a very involving one . ,1,0
545,14,i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it . ,1,1
546,14,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . ",0,1
547,14,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . ",0,0
548,14,"bears is bad . not 'terrible filmmaking' bad , but more like , 'i once had a nightmare like this , and it's now coming true' bad . ",1,0
549,14,"as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances . ",0,0
545,9,i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it . ,1,1
546,9,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . ",0,0
547,9,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . ",0,0
548,9,"bears is bad . not 'terrible filmmaking' bad , but more like , 'i once had a nightmare like this , and it's now coming true' bad . ",1,1
549,9,"as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances . ",0,0
545,3,i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it . ,1,1
546,3,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . ",0,0
547,3,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . ",0,0
548,3,"bears is bad . not 'terrible filmmaking' bad , but more like , 'i once had a nightmare like this , and it's now coming true' bad . ",1,1
549,3,"as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances . ",0,0
545,25,i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it . ,1,1
546,25,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . ",0,0
547,25,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . ",0,0
548,25,"bears is bad . not 'terrible filmmaking' bad , but more like , 'i once had a nightmare like this , and it's now coming true' bad . ",1,1
549,25,"as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances . ",0,0
545,6,i can't quite recommend it -- it's too patched together -- but i almost can ; it's the kind of movie that makes you want to like it . ,1,1
546,6,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . ",0,1
547,6,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . ",0,0
548,6,"bears is bad . not 'terrible filmmaking' bad , but more like , 'i once had a nightmare like this , and it's now coming true' bad . ",1,1
549,6,"as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances . ",0,0
550,37,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role . ,0,0
551,37,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention . ",1,1
552,37,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . ",1,1
553,37,"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '",1,1
554,37,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white . ",0,0
550,6,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role . ,0,0
551,6,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention . ",1,1
552,6,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . ",1,1
553,6,"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '",1,1
554,6,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white . ",0,0
550,43,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role . ,0,0
551,43,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention . ",1,1
552,43,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . ",1,0
553,43,"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '",1,1
554,43,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white . ",0,1
550,5,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role . ,0,1
551,5,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention . ",1,1
552,5,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . ",1,1
553,5,"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '",1,0
554,5,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white . ",0,1
550,45,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role . ,0,0
551,45,"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter's invention . ",1,1
552,45,"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . ",1,1
553,45,"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , 'ah , yes , here we have a bad , bad , bad movie . '",1,1
554,45,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white . ",0,0
555,1,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people . ",1,1
556,1,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . ",0,0
557,1,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it . ,0,0
558,1,"for a shoot-'em-up , ballistic is oddly lifeless . ",1,1
559,1,one of the greatest films i've ever seen . ,0,0
555,3,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people . ",1,1
556,3,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . ",0,0
557,3,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it . ,0,0
558,3,"for a shoot-'em-up , ballistic is oddly lifeless . ",1,1
559,3,one of the greatest films i've ever seen . ,0,0
555,7,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people . ",1,1
556,7,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . ",0,0
557,7,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it . ,0,0
558,7,"for a shoot-'em-up , ballistic is oddly lifeless . ",1,1
559,7,one of the greatest films i've ever seen . ,0,0
555,9,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people . ",1,1
556,9,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . ",0,0
557,9,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it . ,0,0
558,9,"for a shoot-'em-up , ballistic is oddly lifeless . ",1,1
559,9,one of the greatest films i've ever seen . ,0,0
555,6,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people . ",1,1
556,6,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . ",0,0
557,6,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it . ,0,0
558,6,"for a shoot-'em-up , ballistic is oddly lifeless . ",1,1
559,6,one of the greatest films i've ever seen . ,0,0
560,6,death might be a release . ,1,1
561,6,"director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here . ",1,1
562,6,manages to be both hugely entertaining and uplifting . ,0,0
563,6,"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both . ",1,1
564,6,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats . ",0,0
560,11,death might be a release . ,1,0
561,11,"director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here . ",1,1
562,11,manages to be both hugely entertaining and uplifting . ,0,0
563,11,"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both . ",1,1
564,11,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats . ",0,0
560,17,death might be a release . ,1,1
561,17,"director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here . ",1,1
562,17,manages to be both hugely entertaining and uplifting . ,0,0
563,17,"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both . ",1,0
564,17,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats . ",0,0
560,5,death might be a release . ,1,0
561,5,"director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here . ",1,0
562,5,manages to be both hugely entertaining and uplifting . ,0,0
563,5,"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both . ",1,0
564,5,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats . ",0,0
560,15,death might be a release . ,1,1
561,15,"director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here . ",1,1
562,15,manages to be both hugely entertaining and uplifting . ,0,0
563,15,"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both . ",1,1
564,15,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats . ",0,0
565,6,"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me . ",0,0
566,6,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . ",0,0
567,6,"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough . ",1,1
568,6,"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . ",1,1
569,6,"it's an interesting effort ( particularly for jfk conspiracy nuts ) , and barry's cold-fish act makes the experience worthwhile . ",0,0
565,21,"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me . ",0,0
566,21,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . ",0,0
567,21,"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough . ",1,1
568,21,"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . ",1,1
569,21,"it's an interesting effort ( particularly for jfk conspiracy nuts ) , and barry's cold-fish act makes the experience worthwhile . ",0,0
565,63,"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me . ",0,0
566,63,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . ",0,1
567,63,"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough . ",1,1
568,63,"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . ",1,0
569,63,"it's an interesting effort ( particularly for jfk conspiracy nuts ) , and barry's cold-fish act makes the experience worthwhile . ",0,0
565,4,"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me . ",0,0
566,4,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . ",0,0
567,4,"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough . ",1,1
568,4,"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . ",1,1
569,4,"it's an interesting effort ( particularly for jfk conspiracy nuts ) , and barry's cold-fish act makes the experience worthwhile . ",0,0
565,48,"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me . ",0,0
566,48,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . ",0,0
567,48,"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough . ",1,1
568,48,"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . ",1,1
569,48,"it's an interesting effort ( particularly for jfk conspiracy nuts ) , and barry's cold-fish act makes the experience worthwhile . ",0,0
570,4,"if the movie were all comedy , it might work better . but it has an ambition to say something about its subjects , but not a willingness . ",1,1
571,4,"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film . ",0,1
572,4,"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory . ",1,1
573,4,"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ",0,0
574,4,"for anyone who grew up on disney's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor . ",1,1
570,5,"if the movie were all comedy , it might work better . but it has an ambition to say something about its subjects , but not a willingness . ",1,1
571,5,"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film . ",0,1
572,5,"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory . ",1,0
573,5,"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ",0,0
574,5,"for anyone who grew up on disney's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor . ",1,1
